_id,announce_date,announce_location,announce_mileage,announce_model,announce_name,announce_price,announce_url,announce_year
63fc0195ccdf5a44439ca8c6,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 150 000 км,Модель: Lacetti,Lasetti 2012  2L avtamat,"[""15 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lasetti-2012-2l-avtamat-ID38xiv.html,Год выпуска: 2012 
63fc0199ccdf5a44439ca8c7,26 февраля 2023 г.,Назарбек,Пробег: 62 000 км,Модель: Malibu,Malibu 2 Premier Turbo,"[""32 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/malibu-2-premier-turbo-ID3a8t5.html,Год выпуска: 2021 
63fc019dccdf5a44439ca8c8,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 242 000 км,Модель: Matiz,МАТИЗ продается состояние отличное,"[""6 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/matiz-prodaetsya-sostoyanie-otlichnoe-ID37LYh.html,Год выпуска: 2018 
63fc01a1ccdf5a44439ca8c9,26 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 20 000 км,Модель: Seltos,Kia seltos 2022г PREMIUM,"[""33 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kia-seltos-2022g-premium-ID37ooi.html,Год выпуска: 2022 
63fc01a5ccdf5a44439ca8ca,26 февраля 2023 г.,Келес,Пробег: 16 000 км,Модель: Прочее,Холати ало даражада,"[""29 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/holati-alo-darazhada-ID39ekn.html,Год выпуска: 2021 
63fc01a8ccdf5a44439ca8cb,26 февраля 2023 г.,Назарбек,Пробег: 37 000 км,Модель: Lacetti,Lacetti Gentra 2019,"[""13 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lacetti-gentra-2019-ID3a8tD.html,Год выпуска: 2019 
63fc01acccdf5a44439ca8cc,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 242 000 км,Модель: Matiz,МАТИЗ продается состояние отличное,"[""6 400"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/matiz-prodaetsya-sostoyanie-otlichnoe-ID37M1J.html,Год выпуска: 2018 
63fc01b1ccdf5a44439ca8cd,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 18 513 км,Модель: K5,"KIA K5 GT Line 2021 г, Пробег 18.513 км идеальном состояние","[""38 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kia-k5-gt-line-2021-g-probeg-18-513-km-idealnom-sostoyanie-ID39TRQ.html,Год выпуска: 2021 
63fc01b4ccdf5a44439ca8ce,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 10 км,Модель: Другая,BYD SONG PLUS FLAGSHIP FULL без пробега в наличии,"[""41 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/byd-song-plus-flagship-full-bez-probega-v-nalichii-ID2TPY0.html,Год выпуска: 2022 
63fc01b8ccdf5a44439ca8cf,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 150 000 км,Модель: Epica,Chevrolet Epica  2010 yil Toza Moshina,"[""12 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/chevrolet-epica-2010-yil-toza-moshina-ID38KFe.html,Год выпуска: 2010 
63fc01bcccdf5a44439ca8d0,25 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 30 000 км,Модель: Lacetti,Jentra 2021 elegant plus,"[""16 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-2021-elegant-plus-ID39R04.html,Год выпуска: 2021 
63fc01bfccdf5a44439ca8d1,26 февраля 2023 г.,Хива,Пробег: 158 000 км,Модель: Matiz,Daewoo Matiz sotiladi xolati yaxshi,"[""46 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/daewoo-matiz-sotiladi-xolati-yaxshi-ID3985F.html,Год выпуска: 2009 
63fc01c3ccdf5a44439ca8d2,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 31 000 км,Модель: Lacetti,Gentra Avtomat 2021 Toza,"[""16 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-avtomat-2021-toza-ID39BmA.html,Год выпуска: 2021 
63fc01c5ccdf5a44439ca8d3,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 28 000 км,Модель: Lacetti,Jentra nahtga sotiladi,"[""15 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-nahtga-sotiladi-ID39YuM.html,Год выпуска: 2020 
63fc01caccdf5a44439ca8d4,26 февраля 2023 г.,Ханка,Пробег: 280 000 км,Модель: Damas,"Дамас сотилади, 2010 йил, метани бор","[""48 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/damas-sotiladi-2010-yil-metani-bor-ID39Wbb.html,Год выпуска: 2010 
63fc01ceccdf5a44439ca8d5,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 61 000 км,Модель: Captiva,Captiva 3.  4 qilingan. 2015yil,"[""23 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-3-4-qilingan-2015yil-ID37vfv.html,Год выпуска: 2015 
63fc01d1ccdf5a44439ca8d6,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 21 800 км,Модель: Equinox,Equinox 2021 full,"[""38 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/equinox-2021-full-ID38XrL.html,Год выпуска: 2021 
63fc01d6ccdf5a44439ca8d7,26 февраля 2023 г.,Назарбек,Пробег: 37 000 км,Модель: Malibu,Malibu 2 Premier Turbo 2022,"[""34 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/malibu-2-premier-turbo-2022-ID3a8ue.html,Год выпуска: 2022 
63fc01d9ccdf5a44439ca8d8,26 февраля 2023 г.,Нукус,Пробег: 500 км,Модель: Nexia,Нексия 3 новая 2023 года,"[""148 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/neksiya-3-novaya-2023-goda-ID386IU.html,Год выпуска: 2023 
63fc01ddccdf5a44439ca8d9,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 17 000 км,Модель: Cobalt,Kobalt mokriy asfalt 2022 sotiladi,"[""14 850"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kobalt-mokriy-asfalt-2022-sotiladi-ID3adl8.html,Год выпуска: 2022 
63fc01e0ccdf5a44439ca8da,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 122 000 км,Модель: Captiva,Captiva 3 Halol Nasiya Savdoga,"[""16 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-3-halol-nasiya-savdoga-ID380Ag.html,Год выпуска: 2012 
63fc01e4ccdf5a44439ca8db,25 февраля 2023 г.,Китаб,Пробег: 10 000 км,Модель: Прочее,Faw Bestune t55 avtomobil,"[""28 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/faw-bestune-t55-avtomobil-ID39WjK.html,Год выпуска: 2022 
63fc01e7ccdf5a44439ca8dc,26 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 108 000 км,Модель: Cobalt,Кобалт 4-позиция,"[""15 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kobalt-4-pozitsiya-ID39JcI.html,Год выпуска: 2018 
63fc01eaccdf5a44439ca8dd,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 57 600 км,Модель: Trailblazer,Trailblazer tozza.,"[""32 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/trailblazer-tozza-ID39GEg.html,Год выпуска: 2020 
63fc01efccdf5a44439ca8de,26 февраля 2023 г.,Бекабад,Пробег: 199 000 км,Модель: Camry,Toyota camry 40.                                …,"[""16 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/toyota-camry-40-ID3a6HX.html,Год выпуска: 2007 
63fc01f2ccdf5a44439ca8df,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 600 км,Модель: Spark,|Spark|avto kredit bozordan|1 kunda bitadi iw|14% yillik|,"[""12 260"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-avto-kredit-bozordan-1-kunda-bitadi-iw-14-yillik-ID2W4x2.html,Год выпуска: 2022 
63fc01f6ccdf5a44439ca8e0,26 февраля 2023 г.,"Ташкент, Учтепинский район",Пробег: 25 027 км,Модель: Captiva,"|Captiva|bozordan ko'rib olasiz|orginal supper aksiya yilli 14%|","[""29 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-bozordan-korib-olasiz-orginal-supper-aksiya-yilli-14-ID2Wdbb.html,Год выпуска: 2018 
63fc01fbccdf5a44439ca8e1,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 52 500 км,Модель: Captiva,Captiva|aynan sizda endi|avto kredit|qilib beriladi yilli 14%dan bizda,"[""29 360"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-aynan-sizda-endi-avto-kredit-qilib-beriladi-yilli-14-dan-bizda-ID2WdbV.html,Год выпуска: 2018 
63fc01feccdf5a44439ca8e2,26 февраля 2023 г.,Мирабад,Пробег: 100 км,Модель: Cobalt,|1146\kridit avto\COBALT\1 kunda brent|astatkaga ustama14%MIROBOD|,"[""14 810"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/1146-kridit-avto-cobalt-1-kunda-brent-astatkaga-ustama14-mirobod-ID30vFs.html,Год выпуска: 2022 
63fc0201ccdf5a44439ca8e3,26 февраля 2023 г.,Зафарабад,Пробег: 36 300 км,Модель: Equinox,equinox 44314\kridit avto/факат tanlang\14%da/jizzax/zafarabod,"[""31 170"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/equinox-44314-kridit-avto-fakat-tanlang-14-da-jizzax-zafarabod-ID31cW9.html,Год выпуска: 2020 
63fc0205ccdf5a44439ca8e4,26 февраля 2023 г.,Айдаркуль,Пробег: 41 400 км,Модель: Tracker,"aydarko'l\tracker 55306\kridit avto/трент kredit\14%da/jizzax/","[""20 060"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/aydarkol-tracker-55306-kridit-avto-trent-kredit-14-da-jizzax-ID31d9R.html,Год выпуска: 2020 
63fc020dccdf5a44439ca8e5,26 февраля 2023 г.,Бухара,Пробег: 350 000 км,Модель: Cobalt,Кобалт сотилади 2013 йил краскаси бор холати яхши 350 минг км юрган.,"[""9 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kobalt-sotiladi-2013-yil-kraskasi-bor-holati-yahshi-350-ming-km-yurgan-ID359Iq.html,Год выпуска: 2013 
63fc020eccdf5a44439ca8e6,26 февраля 2023 г.,Фергана,Пробег: 310 000 км,Модель: Camry,Тойота Камри 40 кузов отличное состояние,"[""18 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/toyota-kamri-40-kuzov-otlichnoe-sostoyanie-ID38M5q.html,Год выпуска: 2007 
63fc0212ccdf5a44439ca8e7,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 133 000 км,Модель: Lacetti,Gentra 1 evro sotiladi,"[""12 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-1-evro-sotiladi-ID3a8pU.html,Год выпуска: 2015 
63fc0216ccdf5a44439ca8e8,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 120 000 км,Модель: Lacetti,Ласетти 1.8  г 2012 состояние отличное,"[""10 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lasetti-1-8-g-2012-sostoyanie-otlichnoe-ID3ai07.html,Год выпуска: 2012 
63fc021accdf5a44439ca8e9,26 февраля 2023 г.,Гиждуван,Пробег: 5 000 км,Модель: Damas,Srochna damas sotiladi,"[""10 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/srochna-damas-sotiladi-ID3ai0n.html,Год выпуска: 2022 
63fc021eccdf5a44439ca8ea,26 февраля 2023 г.,Фергана,Пробег: 17 500 км,Модель: Cobalt,Cobalt avtomat 2022,"[""14 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-avtomat-2022-ID3ai0u.html,Год выпуска: 2022 
63fc0221ccdf5a44439ca8eb,26 февраля 2023 г.,"Ташкент, Мирабадский район",Пробег: 202 000 км,Модель: Spark,Spark 2011 yil 202000 ming yurgan kraska toza zor moshina,"[""6 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-2011-yil-202000-ming-yurgan-kraska-toza-zor-moshina-ID3ai0Q.html,Год выпуска: 2011 
63fc0223ccdf5a44439ca8ec,26 февраля 2023 г.,"Ташкент, Яккасарайский район",Пробег: 75 600 км,Модель: Nexia,Ravon nexia 3 2018,"[""10 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/ravon-nexia-3-2018-ID3ai0T.html,Год выпуска: 2018 
63fc0226ccdf5a44439ca8ed,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 87 000 км,Модель: Nexia,Nexia 3 Kraska toza 4-positsiya Moshina ideal,"[""11 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-kraska-toza-4-positsiya-moshina-ideal-ID3ai0S.html,Год выпуска: 2019 
63fc022accdf5a44439ca8ee,26 февраля 2023 г.,Учкудук,Пробег: 2 850 000 км,Модель: Matiz,Matiz tezda SOTILADI!!!,"[""40 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/matiz-tezda-sotiladi-ID3ahSJ.html,Год выпуска: 2006 
63fc022eccdf5a44439ca8ef,23 февраля 2023 г.,"Ташкент, Мирабадский район",Пробег: 90 000 км,Модель: Nexia,"Продаёться нексия 3 , 2020г","[""12 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodaetsya-neksiya-3-2020g-ID3a2Bo.html,Год выпуска: 2020 
63fc0231ccdf5a44439ca8f0,25 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 11 500 км,Модель: Nexia,"Продаётся Нексия 3, автомат, 4 позиция в идеальном состоянии","[""14 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodaetsya-neksiya-3-avtomat-4-pozitsiya-v-idealnom-sostoyanii-ID39EHz.html,Год выпуска: 2022 
63fc0234ccdf5a44439ca8f1,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 170 км,Модель: 280,W140 2.8 mator benzin,"[""14 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/w140-2-8-mator-benzin-ID3ai0X.html,Год выпуска: 1995 
63fc0239ccdf5a44439ca8f2,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 2 500 км,Модель: 1500,Продам Volkswagen I’d 4 новый pure X,"[""37 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodam-volkswagen-id-4-novyy-pure-x-ID3ai0L.html,Год выпуска: 2022 
63fc023cccdf5a44439ca8f3,26 февраля 2023 г.,"Ташкент, Яккасарайский район",Пробег: 100 000 км,Модель: Lacetti,Jentra 2017  Probeg 100.000 km Qora GBO,"[""14 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-2017-probeg-100-000-km-qora-gbo-ID38A5a.html,Год выпуска: 2017 
63fc023fccdf5a44439ca8f4,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 54 000 км,Модель: Lacetti,Jentra elegant+ ideal xolatda srochna,"[""16 100"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-elegant-ideal-xolatda-srochna-ID3a8nx.html,Год выпуска: 2020 
63fc0243ccdf5a44439ca8f5,26 февраля 2023 г.,Вабкент,Пробег: 45 000 км,Модель: 2106,2106 срочно продам састаяно идеал год 1990,"[""2 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/2106-srochno-prodam-sastayano-ideal-god-1990-ID3ai16.html,Год выпуска: 1990 
63fc0247ccdf5a44439ca8f6,26 февраля 2023 г.,"Ташкент, Яшнабадский район",Пробег: 15 000 км,Модель: Model 3,Продаю свою Tesla model 3 в идеальном состоянии с наворотами.,"[""52 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodayu-svoyu-tesla-model-3-v-idealnom-sostoyanii-s-navorotami-ID3ai17.html,Год выпуска: 2022 
63fc024accdf5a44439ca8f7,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 232 000 км,Модель: Lacetti,Lacetti 2005 avtomat obmen sparkga,"[""Обмен""]",https://www.olx.uz/d/obyavlenie/lacetti-2005-avtomat-obmen-sparkga-ID3ai1i.html,Год выпуска: 2005 
63fc024eccdf5a44439ca8f8,26 февраля 2023 г.,Карши,Пробег: 36 000 км,Модель: Nexia,Neksiya 3 sotiladi bank ham buladi yili 2020 ga 2021 metan,"[""135 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/neksiya-3-sotiladi-bank-ham-buladi-yili-2020-ga-2021-metan-ID3ai1Q.html,Год выпуска: 2021 
63fc0252ccdf5a44439ca8f9,26 февраля 2023 г.,Карши,Пробег: 0,Модель: Cobalt,Cobalt Sotiladi Srochna,"[""183 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/cobalt-sotiladi-srochna-ID3ai1U.html,Год выпуска: 2023 
63fc0255ccdf5a44439ca8fa,26 февраля 2023 г.,"Ташкент, Учтепинский район",Пробег: 300 000 км,Модель: Lacetti,Lacetti jentra qilinga,"[""8 700"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lacetti-jentra-qilinga-ID3ai2k.html,Год выпуска: 2012 
63fc0259ccdf5a44439ca8fb,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 0,Модель: Spark,Аренда выкуп Спарк автомат,"[""13 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/arenda-vykup-spark-avtomat-ID3a6At.html,Год выпуска: 2022 
63fc025dccdf5a44439ca8fc,26 февраля 2023 г.,Нукус,Пробег: 80 000 км,Модель: Lacetti,Gentra Ravon 2018 окончательно,"[""138 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/gentra-ravon-2018-okonchatelno-ID32Urd.html,Год выпуска: 2018 
63fc025fccdf5a44439ca8fd,25 февраля 2023 г.,Эшангузар,Пробег: 25 000 км,Модель: Malibu,Malibu 2013 3 pozitsiya,"[""21 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/malibu-2013-3-pozitsiya-ID2Sp0g.html,Год выпуска: 2013 
63fc0262ccdf5a44439ca8fe,26 февраля 2023 г.,Чирчик,Пробег: 236 052 км,Модель: 2410,Продам Газ 2410 на газу остальная информация по телефону,"[""1 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodam-gaz-2410-na-gazu-ostalnaya-informatsiya-po-telefonu-ID3ai1K.html,Год выпуска: 1986 
63fc0265ccdf5a44439ca8ff,26 февраля 2023 г.,Назарбек,Пробег: 47 000 км,Модель: Cobalt,Продается Cobalt 2020,"[""14 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodaetsya-cobalt-2020-ID3a8rh.html,Год выпуска: 2020 
63fc0269ccdf5a44439ca900,26 февраля 2023 г.,"Ташкент, Учтепинский район",Пробег: 267 000 км,Модель: Lacetti,Lacetti 1.8 sotiladi,"[""12 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lacetti-1-8-sotiladi-ID37ThT.html,Год выпуска: 2012 
63fc026dccdf5a44439ca901,26 февраля 2023 г.,Шават,Пробег: 220 км,Модель: Damas,Damas.Rangi oq.Yangi,"[""119 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/damas-rangi-oq-yangi-ID3ai2t.html,Год выпуска: 2023 
63fc0270ccdf5a44439ca902,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 452 183 км,Модель: Spark,spark 3 pozitsa fuul,"[""6 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-3-pozitsa-fuul-ID39fPR.html,Год выпуска: 2013 
63fc0275ccdf5a44439ca903,26 февраля 2023 г.,Бухара,Пробег: 38 000 км,Модель: Malibu,Авто малибу 24 сотилади ранги коа краска тоза,"[""Обмен""]",https://www.olx.uz/d/obyavlenie/avto-malibu-24-sotiladi-rangi-koa-kraska-toza-ID3ai3D.html,Год выпуска: 2018 
63fc0278ccdf5a44439ca904,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 270 000 км,Модель: Nexia,Nexia 3 Нексия 3 avtomat,"[""10 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-neksiya-3-avtomat-ID3ai3G.html,Год выпуска: 2017 
63fc0280ccdf5a44439ca905,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 342 000 км,Модель: Passat,Volkswagen Passat 1.8,"[""5 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/volkswagen-passat-1-8-ID35nws.html,Год выпуска: 1998 
63fc0285ccdf5a44439ca906,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 66 000 км,Модель: Spark,Spark 2019 toza halol,"[""9 400"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-2019-toza-halol-ID35vE7.html,Год выпуска: 2019 
63fc0289ccdf5a44439ca907,26 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 36 789 км,Модель: Aion V,GAC AION V 2020 v otlichnom sostoyanii.,"[""31 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gac-aion-v-2020-v-otlichnom-sostoyanii-ID2XZoU.html,Год выпуска: 2020 
63fc028dccdf5a44439ca908,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 50 000 км,Модель: Nexia,Nexia 3 2020 2-poz AvtoKredit Bank Orqali o’z nomingizga 1 kunda!!!,"[""10 600"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-2020-2-poz-avtokredit-bank-orqali-oz-nomingizga-1-kunda-ID2SHDZ.html,Год выпуска: 2020 
63fc0291ccdf5a44439ca909,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 47 000 км,Модель: Cobalt,Cobalt 2-poz Mexanika AvtoKredit Bank Orqali O’z nomingizga 1 kunda!,"[""11 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-2-poz-mexanika-avtokredit-bank-orqali-oz-nomingizga-1-kunda-ID2ZqpK.html,Год выпуска: 2020 
63fc0295ccdf5a44439ca90a,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 167 000 км,Модель: Cobalt,Arenda vikup cobalt 2013yil kraska tozza,"[""10 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/arenda-vikup-cobalt-2013yil-kraska-tozza-ID3a4yF.html,Год выпуска: 2013 
63fc029accdf5a44439ca90b,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 110 000 км,Модель: Captiva,Captiva-3 2016 Toza AvtoKredit Bank Orqali o’z nomingizga 1 kunda!!!,"[""17 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-3-2016-toza-avtokredit-bank-orqali-oz-nomingizga-1-kunda-ID2Zqoz.html,Год выпуска: 2016 
63fc029eccdf5a44439ca90c,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 100 000 км,Модель: Lacetti,Gentra 3-Poz Toza Avtomat MetanGaz Avto Kredit Bank Orqali!,"[""14 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-3-poz-toza-avtomat-metangaz-avto-kredit-bank-orqali-ID35Ml3.html,Год выпуска: 2019 
63fc02a2ccdf5a44439ca90d,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 45 000 км,Модель: Spark,Spark 2-poz 2019 Mexanika Bank Orqali Avto Kredit O’z nomingizga !!!,"[""8 650"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-2-poz-2019-mexanika-bank-orqali-avto-kredit-oz-nomingizga-ID33yq0.html,Год выпуска: 2019 
63fc02a6ccdf5a44439ca90e,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 110 000 км,Модель: Nexia,"Nexia 2 1,6L Dons Gaz AvtoKredit Bank Orqali o’z nomingizga 1 kunda!!!","[""7 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-2-1-6l-dons-gaz-avtokredit-bank-orqali-oz-nomingizga-1-kunda-ID2Nn8U.html,Год выпуска: 2016 
63fc02aaccdf5a44439ca90f,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 25 км,Модель: Lacetti,Chevrolet Lacetti Elegant plus. 2023.,"[""18 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/chevrolet-lacetti-elegant-plus-2023-ID39YA5.html,Год выпуска: 2023 
63fc02afccdf5a44439ca910,24 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 42 500 км,Модель: Lacetti,Chevrolet Gentra 2021,"[""18 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/chevrolet-gentra-2021-ID38yPb.html,Год выпуска: 2021 
63fc02b3ccdf5a44439ca911,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 47 000 км,Модель: Cobalt,Срочно Продаю Кобальт 2020г,"[""13 400"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/srochno-prodayu-kobalt-2020g-ID33UjH.html,Год выпуска: 2020 
63fc02b6ccdf5a44439ca912,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 62 000 км,Модель: Cobalt,Cobalt 2-Poz 2020 Mexanika Avto Kredit Bank Orqali Barcha Viloyatlarga,"[""12 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-2-poz-2020-mexanika-avto-kredit-bank-orqali-barcha-viloyatlarga-ID30R0l.html,Год выпуска: 2020 
63fc02baccdf5a44439ca913,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 42 000 км,Модель: Nexia,Nexia 3 4-Poz Avtomat Bank Orqali Avto Kredit 1 kunda BoshTolov 10%,"[""11 750"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-4-poz-avtomat-bank-orqali-avto-kredit-1-kunda-boshtolov-10-ID35RxU.html,Год выпуска: 2020 
63fc02beccdf5a44439ca914,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 34 000 км,Модель: Lacetti,Gentra 2020 3-Poz Avto Kredit Bank Orqali 1 kunda Bosh To’lov 10%,"[""15 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-2020-3-poz-avto-kredit-bank-orqali-1-kunda-bosh-tolov-10-ID37LhY.html,Год выпуска: 2020 
63fc02c2ccdf5a44439ca915,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 53 000 км,Модель: Lacetti,Gentra 1-poz 2020 Mexanika Avto Kredit Bank Orqali Barcha Viloyatlarga,"[""13 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-1-poz-2020-mexanika-avto-kredit-bank-orqali-barcha-viloyatlarga-ID30Rnx.html,Год выпуска: 2020 
63fc02c6ccdf5a44439ca916,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 128 000 км,Модель: Spark,Spark автомобиль сотилади,"[""10 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-avtomobil-sotiladi-ID3ahXM.html,Год выпуска: 2021 
